orthogroup	Ceratotherium simum	Diceros bicornis	Equus asinus	Equus quagga	Equus caballus	Canis lupus	Bos taurus
LOC101394602_	LOC101394602_	DCAF1_	DCAF1_	DCAF1_	DCAF1_	DCAF1_	DCAF1_
LOC101395030_	LOC101395030_	RAD54L2_	LOC106830746_	RAD54L2_	RAD54L2_	RAD54L2_	RAD54L2_
LOC101395888_	LOC101395888_	GRM2_	GRM2_	GRM2_	GRM2_	GRM2_	GRM2_
LOC101396146_	LOC101396146_	IQCF6_	IQCF6_	IQCF6_	IQCF6_	IQCF6_	IQCF6_
LOC101388118_	LOC101388118_	LOC131417002_	LOC106830764_	LOC124252507_	IQCF5_	LOC112665862_	IQCF5_
LOC101388371_	LOC101388371_	LOC131421101_	LOC106830751_	IQCF1_	IQCF1_	IQCF1_	IQCF1_
LOC101396673_	LOC101396673_	RRP9_	RRP9_	RRP9_	RRP9_	RRP9_	RRP9_
LOC101396939_	LOC101396939_	PARP3_	PARP3_	PARP3_	PARP3_	PARP3_	PARP3_
LOC101388628_	LOC101388628_	GPR62_	GPR62_	GPR62_	GPR62_	GPR62_	GPR62_
LOC101397211_	LOC101397211_	PCBP4_	PCBP4_	PCBP4_	PCBP4_	PCBP4_	PCBP4_
LOC101397623_	LOC101397623_	ABHD14B_	ABHD14B_	ABHD14B_	ABHD14B_	ABHD14B_	ABHD14B_
LOC101397882_	LOC101397882_	ABHD14A_	ABHD14A_	ABHD14A_	ABHD14A_	ABHD14A_	ABHD14A_
LOC101398150_	LOC101398150_	ACY1_	ACY1_	ACY1_	ACY1_	ACY1_	ACY1_
LOC101399086_	LOC101399086_	RPL29_	RPL29_	LOC124243570_	RPL29_	LOC112643769_	RPL29_
LOC101399343_	LOC101399343_	DUSP7_	DUSP7_	DUSP7_	DUSP7_	DUSP7_	DUSP7_
LOC101399608_	LOC101399608_	POC1A_	POC1A_	POC1A_	POC1A_	POC1A_	POC1A_
LOC101399864_	LOC101399864_	ALAS1_	ALAS1_	ALAS1_	ALAS1_	ALAS1_	ALAS1_
LOC106799927_	LOC106799927_	TLR9_	TLR9_	TLR9_	TLR9_	TLR9_	TLR9_
LOC101400126_	LOC101400126_	TWF2_	TWF2_	TWF2_	TWF2_	TWF2_	TWF2_
LOC101400745_	LOC101400745_	PPM1M_	PPM1M_	PPM1M_	PPM1M_	PPM1M_	PPM1M_
LOC101401007_	LOC101401007_	WDR82_	WDR82_	WDR82_	WDR82_	WDR82_	WDR82_
LOC101388892_	LOC101388892_	DNAH1_	DNAH1_	DNAH1_	DNAH1_	DNAH1_	DNAH1_
LOC101401974_	LOC101401974_	BAP1_	BAP1_	BAP1_	BAP1_	BAP1_	BAP1_
LOC101402230_	LOC101402230_	PHF7_	PHF7_	PHF7_	PHF7_	PHF7_	PHF7_
LOC101402655_	LOC101402655_	SEMA3G_	SEMA3G_	SEMA3G_	SEMA3G_	SEMA3G_	SEMA3G_
LOC101402921_	LOC101402921_	TNNC1_	TNNC1_	TNNC1_	TNNC1_	TNNC1_	TNNC1_
LOC101403184_	LOC101403184_	NISCH_	NISCH_	NISCH_	NISCH_	NISCH_	NISCH_
LOC101403622_	LOC101403622_	STAB1_	STAB1_	STAB1_	STAB1_	STAB1_	STAB1_
LOC101403880_	LOC101403880_	NT5DC2_	NT5DC2_	NT5DC2_	NT5DC2_	NT5DC2_	NT5DC2_
LOC101404404_	LOC101404404_	PBRM1_	PBRM1_	PBRM1_	PBRM1_	PBRM1_	PBRM1_
LOC101405025_	LOC101405025_	GNL3_	GNL3_	GNL3_	GNL3_	GNL3_	GNL3_
LOC101405292_	LOC101405292_	GLT8D1_	GLT8D1_	GLT8D1_	GLT8D1_	GLT8D1_	GLT8D1_
LOC101389170_	LOC101389170_	NEK4_	NEK4_	NEK4_	NEK4_	NEK4_	NEK4_
LOC101405985_	LOC101405985_	ITIH1_	ITIH1_	ITIH1_	ITIH1_	ITIH1_	ITIH1_
LOC101406423_	LOC101406423_	ITIH3_	ITIH3_	ITIH3_	ITIH3_	LOC112665900_	ITIH3_
LOC101389420_	LOC101389420_	ITIH4_	ITIH4_	ITIH4_	ITIH4_	ITIH4_	ITIH4_
LOC101407014_	LOC101407014_	STIMATE_	STIMATE_	STIMATE_	STIMATE_	STIMATE_	STIMATE_
LOC101407289_	LOC101407289_	SFMBT1_	SFMBT1_	SFMBT1_	SFMBT1_	SFMBT1_	SFMBT1_
LOC101407559_	LOC101407559_	RFT1_	RFT1_	RFT1_	RFT1_	RFT1_	RFT1_
LOC101407822_	LOC101407822_	PRKCD_	PRKCD_	PRKCD_	PRKCD_	PRKCD_	PRKCD_
LOC101408079_	LOC101408079_	TKT_	TKT_	TKT_	TKT_	TKT_	TKT_
LOC101408690_	LOC101408690_	DCP1A_	DCP1A_	DCP1A_	DCP1A_	DCP1A_	DCP1A_
LOC101409107_	LOC101409107_	CACNA1D_	CACNA1D_	CACNA1D_	CACNA1D_	CACNA1D_	CACNA1D_
LOC101387762_	LOC101387762_	CHDH_	CHDH_	CHDH_	CHDH_	CHDH_	CHDH_
LOC101388024_	LOC101388024_	IL17RB_	IL17RB_	IL17RB_	IL17RB_	IL17RB_	IL17RB_
LOC101388287_	LOC101388287_	ACTR8_	ACTR8_	ACTR8_	ACTR8_	ACTR8_	ACTR8_
LOC101388535_	LOC101388535_	SELENOK_	SELENOK_	SELENOK_	SELENOK_	SELENOK_	SELENOK_
LOC101388791_	LOC101388791_	CACNA2D3_	CACNA2D3_	CACNA2D3_	CACNA2D3_	CACNA2D3_	CACNA2D3_
LOC101389317_	LOC101389317_	WNT5A_	WNT5A_	WNT5A_	WNT5A_	WNT5A_	WNT5A_
LOC101390022_	LOC101390022_	CCDC66_	CCDC66_	CCDC66_	CCDC66_	CCDC66_	CCDC66_
LOC101390283_	LOC101390283_	TASOR_	TASOR_	TASOR_	TASOR_	TASOR_	TASOR_
LOC101391028_	LOC101391028_	ARHGEF3_	ARHGEF3_	ARHGEF3_	ARHGEF3_	ARHGEF3_	ARHGEF3_
LOC101391964_	LOC101391964_	IL17RD_	IL17RD_	IL17RD_	IL17RD_	IL17RD_	IL17RD_
LOC101392220_	LOC101392220_	HESX1_	HESX1_	HESX1_	HESX1_	HESX1_	HESX1_
LOC101392483_	LOC101392483_	APPL1_	APPL1_	APPL1_	APPL1_	APPL1_	APPL1_
LOC101392737_	LOC101392737_	ASB14_	ASB14_	ASB14_	ASB14_	ASB14_	ASB14_
LOC101390194_	LOC101390194_	DNAH12_	DNAH12_	DNAH12_	DNAH12_	DNAH12_	DNAH12_
LOC101393000_	LOC101393000_	PDE12_	PDE12_	PDE12_	PDE12_	PDE12_	PDE12_
LOC101393260_	LOC101393260_	ARF4_	ARF4_	ARF4_	ARF4_	ARF4_	ARF4_
LOC101393500_	LOC101393500_	DENND6A_	DENND6A_	DENND6A_	DENND6A_	DENND6A_	DENND6A_
LOC101393760_	LOC101393760_	SLMAP_	SLMAP_	SLMAP_	SLMAP_	LOC112665959_	SLMAP_
LOC101394775_	LOC101394775_	FLNB_	FLNB_	FLNB_	FLNB_	FLNB_	FLNB_
LOC101395546_	LOC101395546_	DNASE1L3_	DNASE1L3_	DNASE1L3_	DNASE1L3_	DNASE1L3_	DNASE1L3_
LOC101395980_	LOC101395980_	ABHD6_	ABHD6_	ABHD6_	ABHD6_	ABHD6_	ABHD6_
LOC101396408_	LOC101396408_	RPP14_	RPP14_	RPP14_	RPP14_	RPP14_	RPP14_
LOC101396674_	LOC101396674_	PXK_	PXK_	PXK_	PXK_	PXK_	PXK_
LOC101397458_	LOC101397458_	PDHB_	PDHB_	PDHB_	PDHB_	PDHB_	PDHB_
LOC101397884_	LOC101397884_	KCTD6_	KCTD6_	KCTD6_	KCTD6_	KCTD6_	KCTD6_
LOC101398152_	LOC101398152_	ACOX2_	ACOX2_	ACOX2_	ACOX2_	ACOX2_	ACOX2_
LOC101398396_	LOC101398396_	FAM107A_	FAM107A_	FAM107A_	FAM107A_	FAM107A_	FAM107A_
LOC101398644_	LOC101398644_	FAM3D_	FAM3D_	FAM3D_	FAM3D_	FAM3D_	FAM3D_
LOC101390703_	LOC101390703_	CFAP20DC_	CFAP20DC_	CFAP20DC_	CFAP20DC_	CFAP20DC_	CFAP20DC_
LOC101398908_	LOC101398908_	FHIT_	FHIT_	FHIT_	FHIT_	FHIT_	FHIT_
LOC101399170_	LOC101399170_	PTPRG_	PTPRG_	PTPRG_	PTPRG_	PTPRG_	PTPRG_
LOC101399609_	LOC101399609_	CEP15_	CEP15_	C1H3orf14_	CEP15_	C20H3orf14_	C22H3orf14_
LOC101399865_	LOC101399865_	FEZF2_	FEZF2_	FEZF2_	FEZF2_	FEZF2_	FEZF2_
LOC101400298_	LOC101400298_	CADPS_	CADPS_	CADPS_	CADPS_	CADPS_	CADPS_
LOC101400922_	LOC101400922_	SYNPR_	SYNPR_	SYNPR_	SYNPR_	SYNPR_	SYNPR_
LOC101401539_	LOC101401539_	SNTN_	SNTN_	SNTN_	SNTN_	SNTN_	SNTN_
LOC101401792_	LOC101401792_	THOC7_	THOC7_	THOC7_	THOC7_	THOC7_	THOC7_
LOC101402057_	LOC101402057_	ATXN7_	ATXN7_	ATXN7_	ATXN7_	ATXN7_	ATXN7_
LOC101402656_	LOC101402656_	PSMD6_	PSMD6_	PSMD6_	PSMD6_	PSMD6_	PSMD6_
LOC101403452_	LOC101403452_	PRICKLE2_	PRICKLE2_	PRICKLE2_	PRICKLE2_	PRICKLE2_	PRICKLE2_
LOC101403716_	LOC101403716_	ADAMTS9_	ADAMTS9_	ADAMTS9_	ADAMTS9_	ADAMTS9_	ADAMTS9_
LOC101403978_	LOC101403978_	MAGI1_	MAGI1_	MAGI1_	MAGI1_	MAGI1_	MAGI1_
LOC101404604_	LOC101404604_	SLC25A26_	SLC25A26_	SLC25A26_	SLC25A26_	SLC25A26_	SLC25A26_
LOC101391452_	LOC101391452_	LRIG1_	LRIG1_	LRIG1_	LRIG1_	LRIG1_	LRIG1_
LOC101404859_	LOC101404859_	KBTBD8_	KBTBD8_	KBTBD8_	KBTBD8_	KBTBD8_	KBTBD8_
LOC101405120_	LOC101405120_	SUCLG2_	SUCLG2_	SUCLG2_	SUCLG2_	SUCLG2_	SUCLG2_
LOC101405374_	LOC101405374_	TAFA1_	TAFA1_	TAFA1_	TAFA1_	TAFA1_	TAFA1_
LOC101391699_	LOC101391699_	TAFA4_	TAFA4_	TAFA4_	TAFA4_	TAFA4_	TAFA4_
LOC101405818_	LOC101405818_	EOGT_	EOGT_	EOGT_	EOGT_	EOGT_	EOGT_
LOC101406085_	LOC101406085_	TMF1_	TMF1_	TMF1_	TMF1_	TMF1_	TMF1_
LOC101406354_	LOC101406354_	UBA3_	UBA3_	UBA3_	UBA3_	UBA3_	UBA3_
LOC101406752_	LOC101406752_	ARL6IP5_	ARL6IP5_	ARL6IP5_	ARL6IP5_	ARL6IP5_	ARL6IP5_
LOC101407015_	LOC101407015_	LMOD3_	LMOD3_	LMOD3_	LMOD3_	LMOD3_	LMOD3_
LOC101407291_	LOC101407291_	FRMD4B_	FRMD4B_	FRMD4B_	FRMD4B_	FRMD4B_	FRMD4B_
LOC101407560_	LOC101407560_	MITF_	MITF_	MITF_	MITF_	MITF_	MITF_
LOC106802030_	LOC106802030_	MDFIC2_	MDFIC2_	MDFIC2_	MDFIC2_	MDFIC2_	MDFIC2_
LOC101408860_	LOC101408860_	FOXP1_	FOXP1_	FOXP1_	FOXP1_	FOXP1_	FOXP1_
LOC101409108_	LOC101409108_	EIF4E3_	EIF4E3_	EIF4E3_	EIF4E3_	EIF4E3_	EIF4E3_
LOC101387255_	LOC101387255_	PROK2_	PROK2_	PROK2_	PROK2_	PROK2_	PROK2_
LOC101387689_	LOC101387689_	SHQ1_	SHQ1_	SHQ1_	SHQ1_	SHQ1_	SHQ1_
LOC101387946_	LOC101387946_	GXYLT2_	GXYLT2_	GXYLT2_	GXYLT2_	GXYLT2_	GXYLT2_
LOC101388206_	LOC101388206_	LOC131418651_	PPP4R2_	PPP4R2_	PPP4R2_	PPP4R2_	PPP4R2_
LOC101393681_	LOC101393681_	LOC131407190_	SPINK7_	LOC124241634_	LOC138917281_	SPINK7_	SPINK7_
LOC101393937_	LOC101393937_	SPINK5_	SPINK5_	SPINK5_	SPINK5_	SPINK5_	SPINK5_
LOC101394182_	LOC101394182_	C1H5orf46_	C9H5orf46_	C7H5orf46_	C14H5orf46_	C2H5orf46_	C7H5orf46_
LOC101394435_	LOC101394435_	SCGB3A2_	SCGB3A2_	SCGB3A2_	SCGB3A2_	SCGB3A2_	SCGB3A2_
LOC101394689_	LOC101394689_	SPINK1_	SPINK1_	SPINK1_	SPINK1_	SPINK1_	SPINK1_
LOC101394949_	LOC101394949_	JAKMIP2_	JAKMIP2_	JAKMIP2_	JAKMIP2_	JAKMIP2_	JAKMIP2_
LOC101395722_	LOC101395722_	DPYSL3_	DPYSL3_	DPYSL3_	DPYSL3_	DPYSL3_	DPYSL3_
LOC101396676_	LOC101396676_	STK32A_	STK32A_	STK32A_	STK32A_	STK32A_	STK32A_
LOC101396941_	LOC101396941_	PPP2R2B_	PPP2R2B_	PPP2R2B_	PPP2R2B_	PPP2R2B_	PPP2R2B_
LOC101398398_	LOC101398398_	GPR151_	GPR151_	GPR151_	GPR151_	GPR151_	GPR151_
LOC101398646_	LOC101398646_	TCERG1_	TCERG1_	TCERG1_	TCERG1_	TCERG1_	TCERG1_
LOC101399437_	LOC101399437_	POU4F3_	POU4F3_	POU4F3_	POU4F3_	POU4F3_	POU4F3_
LOC101399697_	LOC101399697_	RBM27_	RBM27_	RBM27_	RBM27_	RBM27_	RBM27_
LOC101400216_	LOC101400216_	LARS1_	LARS1_	LARS1_	LARS1_	LARS1_	LARS1_
LOC101401010_	LOC101401010_	PLAC8L1_	PLAC8L1_	PLAC8L1_	PLAC8L1_	PLAC8L1_	PLAC8L1_
LOC101401794_	LOC101401794_	GRXCR2_	GRXCR2_	GRXCR2_	GRXCR2_	GRXCR2_	GRXCR2_
LOC101402059_	LOC101402059_	PRELID2_	PRELID2_	PRELID2_	PRELID2_	PRELID2_	PRELID2_
LOC101402316_	LOC101402316_	KCTD16_	KCTD16_	KCTD16_	KCTD16_	KCTD16_	KCTD16_
LOC101402567_	LOC101402567_	YIPF5_	YIPF5_	YIPF5_	YIPF5_	YIPF5_	YIPF5_
LOC101403010_	LOC101403010_	NR3C1_	NR3C1_	NR3C1_	NR3C1_	NR3C1_	NR3C1_
LOC101403455_	LOC101403455_	ARHGAP26_	ARHGAP26_	ARHGAP26_	ARHGAP26_	ARHGAP26_	ARHGAP26_
LOC101404064_	LOC101404064_	FGF1_	FGF1_	FGF1_	FGF1_	FGF1_	FGF1_
LOC101404333_	LOC101404333_	SPRY4_	SPRY4_	SPRY4_	SPRY4_	SPRY4_	SPRY4_
LOC101404605_	LOC101404605_	NDFIP1_	NDFIP1_	NDFIP1_	NDFIP1_	NDFIP1_	NDFIP1_
LOC101404861_	LOC101404861_	GNPDA1_	GNPDA1_	GNPDA1_	GNPDA1_	GNPDA1_	GNPDA1_
LOC101405294_	LOC101405294_	RNF14_	RNF14_	RNF14_	RNF14_	RNF14_	RNF14_
LOC101405561_	LOC101405561_	PCDH12_	PCDH12_	PCDH12_	PCDH12_	PCDH12_	PCDH12_
LOC101405820_	LOC101405820_	DELE1_	DELE1_	DELE1_	DELE1_	DELE1_	DELE1_
LOC101406087_	LOC101406087_	PCDH1_	PCDH1_	PCDH1_	PCDH1_	PCDH1_	PCDH1_
LOC101406356_	LOC101406356_	ARAP3_	ARAP3_	ARAP3_	ARAP3_	ARAP3_	ARAP3_
LOC101406601_	LOC101406601_	FCHSD1_	FCHSD1_	FCHSD1_	FCHSD1_	FCHSD1_	FCHSD1_
LOC101406854_	LOC101406854_	RELL2_	RELL2_	RELL2_	RELL2_	RELL2_	RELL2_
LOC101407119_	LOC101407119_	HDAC3_	HDAC3_	HDAC3_	HDAC3_	HDAC3_	HDAC3_
LOC101387256_	LOC101387256_	TAF7_	TAF7_	TAF7_	TAF7_	TAF7_	TAF7_
LOC101387504_	LOC101387504_	LOC131406548_	LOC106836951_	LOC124242391_	LOC138917467_	LOC112659072_	SLC25A2_
LOC101389496_	LOC101389496_	ZMAT2_	ZMAT2_	ZMAT2_	ZMAT2_	ZMAT2_	ZMAT2_
LOC101390532_	LOC101390532_	HARS2_	HARS2_	HARS2_	HARS2_	HARS2_	HARS2_
LOC101389755_	LOC101389755_	HARS1_	HARS1_	HARS1_	HARS1_	HARS1_	HARS1_
LOC101391031_	LOC101391031_	DND1_	DND1_	DND1_	DND1_	DND1_	DND1_
LOC101390788_	LOC101390788_	WDR55_	WDR55_	WDR55_	WDR55_	WDR55_	WDR55_
LOC101391283_	LOC101391283_	IK_	IK_	IK_	IK_	IK_	IK_
LOC101391535_	LOC101391535_	NDUFA2_	NDUFA2_	NDUFA2_	NDUFA2_	NDUFA2_	NDUFA2_
LOC101391966_	LOC101391966_	TMCO6_	TMCO6_	TMCO6_	TMCO6_	TMCO6_	TMCO6_
LOC101392223_	LOC101392223_	CD14_	CD14_	CD14_	CD14_	CD14_	CD14_
LOC101392740_	LOC101392740_	LOC131406247_	SLC35A4_	LOC124242277_	SLC35A4_	LOC125752067_	SLC35A4_
LOC101393261_	LOC101393261_	APBB3_	APBB3_	APBB3_	APBB3_	APBB3_	APBB3_
LOC101394262_	LOC101394262_	ANKHD1_	ANKHD1_	ANKHD1_	ANKHD1_	ANKHD1_	ANKHD1_
LOC101395635_	LOC101395635_	SLC4A9_	SLC4A9_	SLC4A9_	SLC4A9_	SLC4A9_	SLC4A9_
LOC101396245_	LOC101396245_	HBEGF_	HBEGF_	HBEGF_	HBEGF_	HBEGF_	HBEGF_
LOC101396500_	LOC101396500_	PFDN1_	PFDN1_	LOC124247175_	PFDN1_	LOC112647059_	PFDN1_
LOC101387692_	LOC101387692_	NRG2_	NRG2_	NRG2_	NRG2_	NRG2_	NRG2_
LOC101397292_	LOC101397292_	PSD2_	PSD2_	PSD2_	PSD2_	PSD2_	PSD2_
LOC101398154_	LOC101398154_	CXXC5_	CXXC5_	CXXC5_	CXXC5_	CXXC5_	CXXC5_
LOC101397544_	LOC101397544_	UBE2D2_	UBE2D2_	UBE2D2_	UBE2D2_	UBE2D2_	UBE2D2_
LOC101398722_	LOC101398722_	STING1_	STING1_	STING1_	STING1_	STING1_	STING1_
LOC101387949_	LOC101387949_	ECSCR_	ECSCR_	ECSCR_	ECSCR_	ECSCR_	ECSCR_
LOC101398990_	LOC101398990_	DNAJC18_	DNAJC18_	DNAJC18_	DNAJC18_	DNAJC18_	DNAJC18_
LOC101399522_	LOC101399522_	SPATA24_	SPATA24_	SPATA24_	SPATA24_	SPATA24_	SPATA24_
LOC101388210_	LOC101388210_	PROB1_	PROB1_	PROB1_	PROB1_	PROB1_	PROB1_
LOC101399774_	LOC101399774_	MZB1_	MZB1_	MZB1_	MZB1_	MZB1_	MZB1_
LOC101400032_	LOC101400032_	SLC23A1_	SLC23A1_	SLC23A1_	SLC23A1_	SLC23A1_	SLC23A1_
LOC101400487_	LOC101400487_	PAIP2_	PAIP2_	PAIP2_	PAIP2_	PAIP2_	PAIP2_
LOC101400923_	LOC101400923_	MATR3_	MATR3_	MATR3_	MATR3_	MATR3_	MATR3_
LOC101401886_	LOC101401886_	SIL1_	SIL1_	SIL1_	SIL1_	SIL1_	SIL1_
LOC101402317_	LOC101402317_	CTNNA1_	CTNNA1_	CTNNA1_	CTNNA1_	CTNNA1_	CTNNA1_
LOC101402838_	LOC101402838_	HSPA9_	HSPA9_	HSPA9_	HSPA9_	HSPA9_	HSPA9_
LOC101403104_	LOC101403104_	ETF1_	ETF1_	ETF1_	ETF1_	ETF1_	ETF1_
LOC101403537_	LOC101403537_	EGR1_	EGR1_	EGR1_	EGR1_	EGR1_	EGR1_
LOC101403801_	LOC101403801_	REEP2_	REEP2_	REEP2_	REEP2_	REEP2_	REEP2_
LOC101404065_	LOC101404065_	KDM3B_	KDM3B_	KDM3B_	KDM3B_	KDM3B_	KDM3B_
LOC101404508_	LOC101404508_	FAM53C_	FAM53C_	FAM53C_	FAM53C_	FAM53C_	FAM53C_
LOC101405027_	LOC101405027_	CDC25C_	CDC25C_	CDC25C_	CDC25C_	CDC25C_	CDC25C_
LOC101405459_	LOC101405459_	GFRA3_	GFRA3_	GFRA3_	GFRA3_	GFRA3_	GFRA3_
LOC101405718_	LOC101405718_	CDC23_	CDC23_	CDC23_	CDC23_	CDC23_	CDC23_
LOC101406167_	LOC101406167_	KIF20A_	KIF20A_	KIF20A_	KIF20A_	KIF20A_	KIF20A_
LOC101406602_	LOC101406602_	LOC131405823_	BRD8_	BRD8_	BRD8_	BRD8_	BRD8_
LOC101407563_	LOC101407563_	NME5_	NME5_	NME5_	NME5_	NME5_	NME5_
LOC101408083_	LOC101408083_	WNT8A_	WNT8A_	WNT8A_	WNT8A_	WNT8A_	WNT8A_
LOC101408519_	LOC101408519_	FAM13B_	FAM13B_	FAM13B_	FAM13B_	FAM13B_	FAM13B_
LOC101409112_	LOC101409112_	PKD2L2_	PKD2L2_	PKD2L2_	PKD2L2_	PKD2L2_	PKD2L2_
LOC101387258_	LOC101387258_	MYOT_	MYOT_	MYOT_	MYOT_	MYOT_	MYOT_
LOC101387765_	LOC101387765_	HNRNPA0_	HNRNPA0_	HNRNPA0_	HNRNPA0_	HNRNPA0_	HNRNPA0_
LOC101388027_	LOC101388027_	KLHL3_	KLHL3_	KLHL3_	KLHL3_	KLHL3_	KLHL3_
LOC101388290_	LOC101388290_	SPOCK1_	SPOCK1_	SPOCK1_	SPOCK1_	SPOCK1_	SPOCK1_
LOC101388712_	LOC101388712_	TRPC7_	TRPC7_	TRPC7_	TRPC7_	TRPC7_	TRPC7_
LOC101389662_	LOC101389662_	SMAD5_	SMAD5_	SMAD5_	SMAD5_	SMAD5_	SMAD5_
LOC101390106_	LOC101390106_	TGFBI_	TGFBI_	TGFBI_	TGFBI_	TGFBI_	TGFBI_
LOC101390368_	LOC101390368_	LECT2_	LECT2_	LECT2_	LECT2_	LECT2_	LECT2_
LOC101390619_	LOC101390619_	LOC131405676_	LOC106823027_	LOC124242930_	FBXL21_	LOC112650201_	FBXL21_
LOC101390874_	LOC101390874_	IL9_	IL9_	IL9_	IL9_	IL9_	IL9_
LOC101391124_	LOC101391124_	SLC25A48_	SLC25A48_	SLC25A48_	SLC25A48_	SLC25A48_	SLC25A48_
LOC101391374_	LOC101391374_	CXCL14_	CXCL14_	CXCL14_	CXCL14_	CXCL14_	CXCL14_
LOC101391621_	LOC101391621_	NEUROG1_	NEUROG1_	NEUROG1_	NEUROG1_	NEUROG1_	NEUROG1_
LOC101391882_	LOC101391882_	TIFAB_	TIFAB_	TIFAB_	TIFAB_	TIFAB_	TIFAB_
LOC101392134_	LOC101392134_	LOC131405640_	MACROH2A1_	LOC124243000_	MACROH2A1_	LOC112650295_	MACROH2A1_
LOC101393176_	LOC101393176_	CATSPER3_	CATSPER3_	CATSPER3_	CATSPER3_	CATSPER3_	CATSPER3_
LOC101393683_	LOC101393683_	TXNDC15_	TXNDC15_	TXNDC15_	TXNDC15_	TXNDC15_	TXNDC15_
LOC101393938_	LOC101393938_	C1H5orf24_	C9H5orf24_	C7H5orf24_	C14H5orf24_	C11H5orf24_	C7H5orf24_
LOC101394183_	LOC101394183_	DDX46_	DDX46_	DDX46_	DDX46_	DDX46_	DDX46_
LOC101394436_	LOC101394436_	CAMLG_	CAMLG_	CAMLG_	CAMLG_	CAMLG_	CAMLG_
LOC101394690_	LOC101394690_	SEC24A_	SEC24A_	SEC24A_	SEC24A_	SEC24A_	SEC24A_
LOC101394950_	LOC101394950_	SAR1B_	SAR1B_	SAR1B_	SAR1B_	SAR1B_	SAR1B_
LOC101395199_	LOC101395199_	JADE2_	JADE2_	JADE2_	JADE2_	JADE2_	JADE2_
LOC101395461_	LOC101395461_	CDKN2AIPNL_	CDKN2AIPNL_	CDKN2AIPNL_	CDKN2AIPNL_	CDKN2AIPNL_	CDKN2AIPNL_
LOC101395723_	LOC101395723_	UBE2B_	UBE2B_	UBE2B_	UBE2B_	UBE2B_	UBE2B_
LOC101395983_	LOC101395983_	CDKL3_	CDKL3_	CDKL3_	CDKL3_	CDKL3_	CDKL3_
LOC101396247_	LOC101396247_	PPP2CA_	PPP2CA_	PPP2CA_	PPP2CA_	PPP2CA_	PPP2CA_
LOC101396501_	LOC101396501_	SKP1_	SKP1_	SKP1_	SKP1_	SKP1_	SKP1_
LOC101396766_	LOC101396766_	TCF7_	TCF7_	TCF7_	TCF7_	TCF7_	TCF7_
LOC101397023_	LOC101397023_	VDAC1_	VDAC1_	VDAC1_	VDAC1_	VDAC1_	VDAC1_
LOC101397293_	LOC101397293_	C1H5orf15_	C9H5orf15_	C7H5orf15_	C14H5orf15_	C11H5orf15_	C7H5orf15_
LOC101397545_	LOC101397545_	FSTL4_	FSTL4_	FSTL4_	FSTL4_	FSTL4_	FSTL4_
LOC101397809_	LOC101397809_	HSPA4_	HSPA4_	HSPA4_	HSPA4_	HSPA4_	HSPA4_
LOC101398067_	LOC101398067_	ZCCHC10_	ZCCHC10_	ZCCHC10_	ZCCHC10_	ZCCHC10_	ZCCHC10_
LOC101398321_	LOC101398321_	AFF4_	AFF4_	AFF4_	AFF4_	AFF4_	AFF4_
LOC101398724_	LOC101398724_	LEAP2_	LEAP2_	LEAP2_	LEAP2_	LEAP2_	LEAP2_
LOC101398992_	LOC101398992_	LOC131405189_	UQCRQ_	LOC124242271_	UQCRQ_	LOC112650058_	UQCRQ_
LOC101399253_	LOC101399253_	GDF9_	GDF9_	GDF9_	GDF9_	GDF9_	GDF9_
LOC101388715_	LOC101388715_	SHROOM1_	SHROOM1_	SHROOM1_	SHROOM1_	SHROOM1_	SHROOM1_
LOC101400128_	LOC101400128_	SOWAHA_	SOWAHA_	SOWAHA_	SOWAHA_	SOWAHA_	SOWAHA_
LOC101399524_	LOC101399524_	SEPTIN8_	SEPTIN8_	SEPTIN8_	SEPTIN8_	SEPTIN8_	SEPTIN8_
LOC101400400_	LOC101400400_	KIF3A_	KIF3A_	KIF3A_	KIF3A_	KIF3A_	KIF3A_
LOC101401011_	LOC101401011_	IL13_	IL13_	IL13_	IL13_	IL13_	IL13_
LOC101401278_	LOC101401278_	RAD50_	RAD50_	RAD50_	RAD50_	RAD50_	RAD50_
LOC101401710_	LOC101401710_	IL5_	IL5_	IL5_	IL5_	IL5_	IL5_
LOC101402232_	LOC101402232_	IRF1_	IRF1_	IRF1_	IRF1_	IRF1_	IRF1_
LOC101401976_	LOC101401976_	LOC131404961_	SLC22A5_	SLC22A5_	SLC22A5_	LOC112650467_	SLC22A5_
LOC101402659_	LOC101402659_	SLC22A4_	SLC22A4_	SLC22A4_	SLC22A4_	LOC112649880_	SLC22A4_
LOC101402923_	LOC101402923_	PDLIM4_	PDLIM4_	PDLIM4_	PDLIM4_	PDLIM4_	PDLIM4_
LOC101403364_	LOC101403364_	P4HA2_	P4HA2_	P4HA2_	P4HA2_	P4HA2_	P4HA2_
LOC101404146_	LOC101404146_	CSF2_	CSF2_	CSF2_	CSF2_	CSF2_	CSF2_
LOC101404408_	LOC101404408_	ACSL6_	ACSL6_	ACSL6_	ACSL6_	ACSL6_	ACSL6_
LOC106803232_	LOC106803232_	MEIKIN_	MEIKIN_	MEIKIN_	MEIKIN_	MEIKIN_	MEIKIN_
LOC101405029_	LOC101405029_	FNIP1_	FNIP1_	FNIP1_	FNIP1_	FNIP1_	FNIP1_
LOC101405460_	LOC101405460_	RAPGEF6_	RAPGEF6_	RAPGEF6_	RAPGEF6_	RAPGEF6_	RAPGEF6_
